LocationLatitude,LocationLongitude,prolific_id,age,gender,gender_3_TEXT,race,marital_status,,household_income,politics,dog_neu_moral_1,dog_neu_correct_1,dog_neu_similar_1,sexsim_neu_moral_1,sexsim_neu_correct_1,sexsim_neu_similar_1,incest_neu_moral_1,incest_neu_correct_1,incest_neu_similar_1,chicken_neu_moral_1,chicken_neu_correct_1,chicken_neu_similar_1,lifeboat_neu_moral_1,lifeboat_neu_correct_1,lifeboat_neu_similar_1,footb_neu_moral_1,footb_neu_correct_1,footb_neu_similar_1,electric_neu_moral_1,electric_neu_correct_1,electric_neu_similar_1,village_neu_moral_1,village_neu_correct_1,village_neu_similar_1,dog_memrate,sexsim_memrate,incest_memrate,chicken_memrate,lifeboat_memrate,footb_memrate,electric_memrate,village_memrate,FoMO1_1,FoMO1_2,FoMO1_3,FoMO1_4,FoMO1_5,FoMO2_1,FoMO2_2,FoMO2_3,FoMO2_4,FoMO2_5,FoMO2_6,ih1_1,ih1_2,ih1_3,ih1_4,ih1_5,ih1_6,ih2_1,ih2_2,ih2_3,ih2_4,ih2_5,ih2_6,ih3_1,ih3_2,ih3_3,ih3_4,ih3_5,ih4_1,ih4_2,ih4_3,ih4_4,ih4_5,,info_type2,Scen1,Scen2,Scen3,Scen4,Scen5,Scen6,Scen7,Scen8
32.7797,-96.8022,628f7e982aad1788d940317a,69,Male,,White,Married,,"$40,001 - $60,000",Conservative,-100,88,94,-100,100,100,-100,100,100,-100,100,100,-18,82,72,-100,100,100,-56,88,86,86,86,83,9,8,10 - I completely remember my responses,10 - I completely remember my responses,4,7,7,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Very true of me,Moderately true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,,neutral,lifeboat,electric,village,dog,footb,sexsim,chicken,incest
31.3357,-94.7272,61313fad6454dab291dc1256,50,Female,,Black or African American,Single,,"Under $20,000",Slightly Liberal,-100,50,50,-55,75,75,-100,100,100,-70,70,50,-50,70,70,-92,100,81,-100,100,100,-100,90,90,6,6,9,6,6,9,9,7,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,,neutral,footb,sexsim,incest,chicken,lifeboat,village,dog,electric
29.7646,-95.3657,5eaf89868dc798686228174b,59,Female,,Black or African American,Separated or Divorced,,"$100,001 or over",Liberal,100,0,0,100,15,0,-75,25,25,100,15,0,-100,60,0,-100,75,25,-100,50,15,-100,75,15,8,6,5,8,7,4,8,7,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,,neutral,sexsim,village,chicken,footb,electric,lifeboat,incest,dog
33.5554,-86.887,61310db855a32fc69c440550,41,Female,,Black or African American,Single,,"$80,001 - $100,000",Moderate,-10,60,51,-10,60,50,-100,60,50,-3,60,50,-5,60,50,-25,60,50,11,60,50,-25,60,50,6,3,5,2,3,3,3,3,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,incest,dog,footb,village,sexsim,electric,lifeboat,chicken
39.9111,-74.1469,63f78fc9c6d0236ea5f207da,38,Male,,White,Single,,"$80,001 - $100,000",Liberal,-100,100,100,-90,20,10,-90,90,85,-100,85,75,-40,85,65,-85,85,75,-60,70,70,-45,75,65,8,7,5,2,4,9,3,7,Very true of me,Very true of me,Slightly true of me,Very true of me,Moderately true of me,Slightly true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,,neutral,electric,sexsim,lifeboat,incest,village,footb,dog,chicken
39.934,-75.16,612b88aae22fbc7810cff174,30,Female,,Hispanic and/or Latin,Cohabited,,I prefer not to answer,Liberal,-30,7,13,-12,12,11,-68,59,65,-12,0,0,6,37,15,-20,27,7,-100,33,60,12,18,0,1 - I do not remember my responses at all,1 - I do not remember my responses at all,4,2,2,3,7,7,Moderately true of me,Moderately true of me,Moderately true of me,Not at all true of me,Slightly true of me,Not at all true of me,Very true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,,neutral,village,lifeboat,sexsim,chicken,dog,footb,electric,incest
41.0326,-73.7621,56f5866a736c79000d22df1e,67,Female,,White,Married,,"$60,001 - $80,000",Liberal,-93,100,98,-69,39,28,-81,89,81,-69,75,90,16,57,60,15,57,55,-67,71,80,36,68,39,8,6,7,8,7,6,5,7,Moderately true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,,neutral,incest,dog,footb,sexsim,electric,lifeboat,chicken,village
39.112,-94.5214,5d8998025e8a740001d6e2f1,51,Male,,White,Married,,"$100,001 or over",Slightly Liberal,-82,3,0,-82,1,0,-100,2,0,-100,0,0,-50,1,0,-100,0,0,-100,3,0,-58,0,0,9,9,9,9,9,9,9,9,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Very true of me,Slightly true of me,Moderately true of me,Moderately true of me,Moderately true of me,Slightly true of me,Not at all true of me,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,dog,incest,electric,village,lifeboat,sexsim,footb,chicken
33.7855,-84.3612,5f119c5ad521140253f60e86,81,Male,,White,Cohabited,,"$40,001 - $60,000",Strongly Liberal,-100,0,0,100,0,0,100,0,0,100,0,0,-50,55,0,50,0,0,50,55,0,53,51,0,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,4,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Very true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,,neutral,chicken,footb,dog,electric,incest,sexsim,village,lifeboat
29.4213,-98.5313,63fe1b6e946bd85eb4a68860,61,Female,,American Indian or Alaska Native,Widowed,,"$20,001 - $40,000",Liberal,2,52,54,2,51,51,-100,0,1,2,51,51,2,51,49,2,51,51,2,51,51,2,51,51,5,5,5,5,5,5,5,5,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Disagree,,neutral,footb,electric,incest,lifeboat,chicken,dog,sexsim,village
38.5774,-90.6709,5de5538f8fde1c4dbc951498,62,Female,,White,Separated or Divorced,,"$20,001 - $40,000",Conservative,0,50,50,-100,50,50,-100,50,50,-100,50,50,-100,50,50,-100,50,50,-100,50,50,-100,50,50,1 - I do not remember my responses at all,1 - I do not remember my responses at all,8,8,3,8,2,3,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,,neutral,footb,chicken,village,dog,lifeboat,incest,electric,sexsim
41.6868,-81.3399,60e49c6274c1be146fa85140,30,Female,,White,Cohabited,,"$100,001 or over",Liberal,-67,30,50,-65,27,44,-57,56,70,-49,44,68,47,45,30,58,34,39,99,22,20,94,34,36,7,7,8,7,8,8,9,7,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,lifeboat,incest,chicken,dog,footb,electric,sexsim,village
33.8925,-98.5293,5be5c05fd153f500019a2ef2,67,Female,,White,Separated or Divorced,,"Under $20,000",Moderate,-100,0,0,-100,50,0,-100,100,0,-100,100,0,-84,1,0,-100,90,2,-100,50,0,10,50,0,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,9,8,7,7,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,village,sexsim,dog,footb,incest,chicken,electric,lifeboat
41.4519,-81.921,60623815ee01d8cc5943fefe,54,Female,,White,Married,,"$100,001 or over",Conservative,-76,52,0,-56,6,0,-100,52,0,-57,52,0,-100,100,0,-100,100,0,-100,100,0,-100,100,0,5,4,3,4,8,8,10 - I completely remember my responses,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,,neutral,incest,chicken,lifeboat,electric,footb,dog,village,sexsim
36.0571,-86.6729,558959a2fdf99b6bd0601770,37,Male,,White,Married,,"$80,001 - $100,000",Moderate,24,22,20,-12,25,12,-44,57,70,13,16,17,26,30,17,-37,19,63,33,31,16,-56,72,69,3,8,9,8,8,8,7,8,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,lifeboat,footb,electric,incest,sexsim,village,dog,chicken
40.7428,-73.9712,5c5c8a688089970001788f30,73,Female,,White,Married,,"$20,001 - $40,000",Strongly Liberal,-100,0,0,2,0,0,100,0,0,-3,0,0,100,0,0,2,0,0,100,0,0,100,0,0,8,5,10 - I completely remember my responses,5,1 - I do not remember my responses at all,3,3,5,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,,neutral,chicken,electric,sexsim,village,dog,lifeboat,incest,footb
37.3859,-122.0882,6151e70a336a52b8af712d41,67,Male,,White,Married,,"$100,001 or over",Liberal,85,3,4,95,9,0,-30,41,10,91,9,2,-1,21,10,-89,10,4,-94,51,15,94,5,4,9,9,4,9,7,6,6,6,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,electric,dog,footb,sexsim,village,incest,chicken,lifeboat
39.4765,-94.635,5ddbd6e518beb6b1e1de0326,75,Male,,White,Married,,"$20,001 - $40,000",Conservative,20,51,51,-24,54,54,-7,51,51,-43,51,51,2,51,51,1,51,51,-3,51,51,10,54,55,8,7,7,7,7,7,7,7,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,,neutral,sexsim,village,incest,lifeboat,chicken,footb,dog,electric
30.1294,-95.4238,62a74fec726aac54b9e43d75,64,Male,,"Hispanic and/or Latin,White",Widowed,,"$60,001 - $80,000",Moderate,100,0,0,100,0,0,100,0,0,100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,1 - I do not remember my responses at all,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,neutral,dog,lifeboat,incest,chicken,electric,footb,village,sexsim
40.7606,-72.9844,614f58eb680c4b7c505e8030,48,Female,,White,Single,,"$20,001 - $40,000",Slightly Liberal,-15,0,0,-48,0,0,-28,10,0,-48,0,0,-66,0,0,-7,65,5,-69,0,3,-26,8,0,7,6,6,7,6,5,5,5,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,footb,incest,village,dog,chicken,sexsim,lifeboat,electric
38.8476,-77.3281,63d7cf6599e8e69baf72df3f,41,Male,,White,Married,,"$100,001 or over",Moderate,-3,46,45,4,41,47,-31,66,71,-25,60,63,16,75,67,31,83,71,-41,66,79,-5,68,67,6,7,5,7,4,8,8,6,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,,neutral,lifeboat,dog,chicken,sexsim,footb,village,electric,incest
29.734,-95.3058,62b333311c9e52e3224b4cb2,62,Female,,White,Single,,"$80,001 - $100,000",Liberal,-100,1,0,-96,0,1,-100,1,2,5,1,0,-99,0,1,4,2,1,-100,0,0,-99,2,1,10 - I completely remember my responses,6,10 - I completely remember my responses,5,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,,neutral,chicken,lifeboat,footb,incest,dog,electric,sexsim,village
41.151,-85.125,6332517a492e9ac48804f991,65,Male,,White,Widowed,,"$20,001 - $40,000",Liberal,-100,96,97,-100,100,100,-88,92,93,-100,100,92,-96,87,87,-93,87,86,-97,84,83,-72,78,78,8,8,7,7,8,8,8,7,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,dog,village,sexsim,electric,lifeboat,incest,footb,chicken
42.3737,-71.1284,58d876b14240e50001190090,51,Male,,White,Cohabited,,"$100,001 or over",Strongly Liberal,59,19,28,79,6,15,75,18,18,83,23,19,2,60,44,-52,64,24,-35,54,18,-3,65,30,9,9,8,9,5,9,8,7,Moderately true of me,Moderately true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,neutral,electric,footb,dog,village,sexsim,lifeboat,chicken,incest
35.2338,-97.4095,614f75c032f05a135099017b,71,Male,,American Indian or Alaska Native,Single,,"Under $20,000",Moderate,-95,0,0,-100,0,0,-100,0,0,-100,1,0,-100,0,0,-100,1,1,-98,0,0,-97,37,0,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,village,sexsim,lifeboat,footb,electric,chicken,incest,dog
29.7646,-95.3657,60fe200b96dc1dcede7a3151,25,Male,,Asian,Single,,"$40,001 - $60,000",Slightly Liberal,-10,0,0,-81,60,20,-30,0,30,-50,0,29,-40,0,27,-80,0,0,-100,0,0,-20,0,0,2,3,3,3,3,3,3,3,Slightly true of me,Moderately true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,neutral,sexsim,chicken,village,lifeboat,incest,dog,footb,electric
42.0128,-88.0967,63ced3af73cfcbe94e6f4043,24,Female,,White,Single,,"$80,001 - $100,000",Slightly Conservative,-100,100,100,-100,100,100,-100,100,100,-100,100,100,-12,56,59,-9,56,55,-100,100,100,14,64,62,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,10 - I completely remember my responses,6,6,7,7,Very true of me,Very true of me,Very true of me,Very true of me,Extremely true of me,Very true of me,Moderately true of me,Moderately true of me,Moderately true of me,Slightly true of me,Moderately true of me,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,,neutral,incest,electric,dog,chicken,village,lifeboat,sexsim,footb
43.0361,-72.5078,5bbc05edb865300001679ee1,43,Female,,White,Married,,"$100,001 or over",Slightly Liberal,-20,0,0,-20,0,0,-80,0,0,-20,0,0,-10,0,0,-60,0,0,-100,0,51,-14,0,0,2,2,2,2,2,3,2,2,Very true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,neutral,dog,sexsim,incest,chicken,electric,village,lifeboat,footb
40.7123,-74.0068,5d5035c5d87393001af70561,55,Female,,White,Married,,"$100,001 or over",Liberal,-100,20,20,-100,33,28,-100,22,20,-100,30,33,-100,19,16,-100,0,0,-100,23,24,-100,25,28,1 - I do not remember my responses at all,7,8,8,7,9,8,8,Moderately true of me,Moderately true of me,Moderately true of me,Not at all true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,,neutral,incest,chicken,electric,sexsim,village,footb,lifeboat,dog
38.6287,-90.1988,5fde6c73ad8fba6069f139ed,24,Male,,White,Single,,"$100,001 or over",Moderate,26,29,28,19,26,33,-31,41,26,51,18,18,13,34,28,21,30,27,-35,40,22,51,64,35,6,5,6,5,6,4,6,7,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Moderately true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,,neutral,village,dog,chicken,incest,sexsim,electric,footb,lifeboat
33.1909,-96.6198,60edb2213042be8b4c1363c2,50,Male,,White,Married,,"$100,001 or over",Strongly Liberal,-100,100,0,-100,80,50,51,20,0,-100,90,0,-50,75,0,-75,79,0,-50,80,0,-90,80,0,5,7,5,8,5,3,2,1 - I do not remember my responses at all,Moderately true of me,Moderately true of me,Slightly true of me,Slightly true of me,Very true of me,Slightly true of me,Moderately true of me,Moderately true of me,Moderately true of me,Slightly true of me,Slightly true of me,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,,neutral,lifeboat,village,sexsim,dog,footb,chicken,electric,incest
42.0211,-86.5104,62fbd2c1d97aa039e9466d81,48,Male,,White,Married,,"$80,001 - $100,000",Liberal,100,0,0,100,50,0,-100,100,100,100,0,0,50,50,20,-85,60,0,-100,75,0,-100,70,0,3,1 - I do not remember my responses at all,2,3,1 - I do not remember my responses at all,2,1 - I do not remember my responses at all,1 - I do not remember my responses at all,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Moderately true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,sexsim,electric,footb,lifeboat,dog,incest,village,chicken
31.6005,-83.26,5590a34cfdf99b729d4f69dc,57,Female,,White,Married,,"$20,001 - $40,000",Liberal,-100,67,10,-40,31,29,-74,32,14,-20,45,35,30,57,22,24,72,35,-86,58,22,-69,44,23,8,6,5,7,7,3,7,7,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Very true of me,Very true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,neutral,footb,lifeboat,electric,village,chicken,dog,incest,sexsim
