LocationLatitude,LocationLongitude,age,gender,,race,marital_status,check1,household_income,politics,dog_acc_moral_1,dog_acc_correct_1,dog_acc_similar_1,sexsim_acc_moral_1,sexsim_acc_correct_1,sexsim_acc_similar_1,incest_acc_moral_1,incest_acc_correct_1,incest_acc_similar_1,chicken_acc_moral_1,chicken_acc_correct_1,chicken_acc_similar_1,lifeboat_acc_moral_1,lifeboat_acc_correct_1,lifeboat_acc_similar_1,footb_acc_moral_1,footb_acc_correct_1,footb_acc_similar_1,electric_acc_moral_1,electric_acc_correct_1,electric_acc_similar_1,village_acc_moral_1,village_acc_correct_1,village_acc_similar_1,dog_con_moral_1,dog_con_correct_1,dog_con_similar_1,sexsim_con_moral_1,sexsim_con_correct_1,sexsim_con_similar_1,incest_con_moral_1,incest_con_correct_1,incest_con_similar_1,chicken_con_moral_1,chicken_con_correct_1,chicken_con_similar_1,lifeboat_con_moral_1,lifeboat_con_correct_1,lifeboat_con_similar_1,footb_con_moral_1,footb_con_correct_1,footb_con_similar_1,electric_con_moral_1,electric_con_correct_1,electric_con_similar_1,village_con_moral_1,village_con_correct_1,village_con_similar_1,dog_memrate,sexsim_memrate,incest_memrate,chicken_memrate,lifeboat_memrate,footb_memrate,electric_memrate,village_memrate,FoMO1_1,FoMO1_2,FoMO1_3,FoMO1_4,FoMO1_5,FoMO2_1,FoMO2_2,FoMO2_3,FoMO2_4,FoMO2_5,FoMO2_6,ih1_1,ih1_2,ih1_3,ih1_4,ih1_5,ih1_6,ih2_1,ih2_2,ih2_3,ih2_4,ih2_5,ih2_6,ih3_1,ih3_2,ih3_3,ih3_4,ih3_5,ih4_1,ih4_2,ih4_3,ih4_4,ih4_5,info_type2,Resp,Amt1,reason,dog_reason,Scen1,sexsim_reason,incest_reason,chicken_reason,lifeboat_reason,footb_reason,electric_reason,village_reason,Amt2,Scen2,Amt3,Scen3,Amt4,Scen4,Amt5,Scen5,Amt6,Scen6,Amt7,Scen7,Amt8,Scen8,prolific_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.2539,-85.76,35,Male,,White,Cohabited,Absolutely disagree,"$60,001 - $80,000",Slightly Conservative,,,,,,,,,,,,,,,,,,,,,,,,,-69,83,77,52,22,16,-65,78,63,-3,39,21,-28,33,22,64,37,35,58,35,26,-39,77,69,8,3,7,6,7,5,9,3,Slightly true of me,Moderately true of me,Not at all true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,condemn,68,71,“She could have tried other means to silence the baby without killing them.”,con_emo,footb,con_rat,con_rat,con_emo,con_rat,con_emo,con_emo,con_rat,62,chicken,57,dog,80,lifeboat,74,electric,53,incest,51,sexsim,68,village,5ca5a3b6184b73001967448c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.122,-115.086,55,Female,,White,Married,Absolutely disagree,"$20,001 - $40,000",Slightly Liberal,4,36,32,35,33,7,-100,100,0,4,19,52,46,100,52,54,80,8,-66,78,19,58,52,0,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10 - I completely remember my responses,5,5,8,4,8,Moderately true of me,Extremely true of me,Not at all true of me,Not at all true of me,Very true of me,Not at all true of me,Very true of me,Not at all true of me,Very true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Agree,accept,80,62,“It makes sense to save five people over one since their contribution to society would be higher.”,acc_rat,sexsim,acc_emo,acc_rat,acc_emo,acc_emo,acc_rat,acc_emo,acc_rat,71,incest,53,dog,57,chicken,51,electric,74,village,68,lifeboat,80,footb,5f6fd71189a12b5a36b86cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.1453,-117.3005,50,Male,,Black or African American,Married,Absolutely disagree,"$60,001 - $80,000",Moderate,,,,,,,,,,,,,,,,,,,,,,,,,-75,50,0,-100,50,0,-100,100,0,-100,100,0,-100,100,0,-100,100,0,-100,100,0,0,100,0,5,5,9,9,9,9,9,8,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,condemn,51,68,“Henry shouldn’t get to decide a person’s willingness to sacrifice themselves.”,con_rat,dog,con_emo,con_emo,con_rat,con_emo,con_rat,con_rat,con_emo,74,lifeboat,62,incest,80,village,71,chicken,53,electric,57,sexsim,51,footb,5eb074c7e612c1129942044c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8022,-74.1914,36,Female,,"Asian,Hispanic and/or Latin",Single,Absolutely disagree,"$80,001 - $100,000",Slightly Liberal,,,,,,,,,,,,,,,,,,,,,,,,,-38,73,68,-30,74,78,-49,79,81,-55,77,77,43,28,78,-15,83,30,-42,74,80,-32,69,75,6,7,7,8,6,8,8,6,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Moderately true of me,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,condemn,51,80,"“You are supposed to respectfully mourn and honor a dead pet’s body with a proper burial, not abuse it.”",con_rat,sexsim,con_emo,con_rat,con_emo,con_emo,con_rat,con_emo,con_rat,53,electric,68,chicken,62,incest,71,lifeboat,57,village,74,footb,51,dog,5992cb48de755e000116b084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.9734,-90.0885,50,Female,,Hispanic and/or Latin,Married,Absolutely disagree,"$100,001 or over",Strongly Conservative,-100,100,98,-93,90,50,-100,100,0,-100,100,0,85,98,80,70,75,70,95,98,80,95,80,70,,,,,,,,,,,,,,,,,,,,,,,,,10 - I completely remember my responses,9,10 - I completely remember my responses,10 - I completely remember my responses,7,8,7,7,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Extremely true of me,Not at all true of me,Very true of me,Not at all true of me,Very true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,accept,53,71,“I feel pity for the poor family. They must have been starving to have to make this decision.”,acc_emo,lifeboat,acc_rat,acc_emo,acc_rat,acc_rat,acc_rat,acc_emo,acc_emo,62,footb,80,village,68,electric,51,incest,57,sexsim,74,chicken,53,dog,5d86d05f9854a60019240621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.9965,-76.934,19,Female,,White,Single,Absolutely disagree,"$100,001 or over",Strongly Liberal,-47,6,7,-82,8,8,-87,11,8,-74,9,11,52,13,14,-20,15,13,-34,9,9,33,13,22,,,,,,,,,,,,,,,,,,,,,,,,,7,9,9,9,8,6,5,7,Slightly true of me,Moderately true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,accept,57,74,“I feel grateful that the electrician saved the children because they deserved to live more than the tycoon.”,acc_emo,village,acc_rat,acc_emo,acc_rat,acc_rat,acc_emo,acc_emo,acc_rat,51,chicken,80,lifeboat,62,sexsim,53,footb,68,dog,71,incest,57,electric,61719b6647a50088271d4ec9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.1724,-115.0677,27,Male,,Hispanic and/or Latin,Single,Absolutely disagree,"$60,001 - $80,000",Liberal,,,,,,,,,,,,,,,,,,,,,,,,,-30,0,0,-21,0,0,-45,0,0,-10,0,0,79,0,0,-35,0,0,75,0,0,91,0,0,4,6,7,6,7,1 - I do not remember my responses at all,7,8,Very true of me,Moderately true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,condemn,74,57,“I feel disgusted that they would engage in incest; it's unnatural.”,con_rat,village,con_emo,con_emo,con_rat,con_emo,con_rat,con_rat,con_emo,80,sexsim,51,lifeboat,71,dog,62,footb,53,chicken,68,electric,74,incest,5ef8e0fc2ce3c6644665e347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7123,-74.0068,58,Male,,White,Married,Absolutely disagree,"$40,001 - $60,000",Moderate,,,,,,,,,,,,,,,,,,,,,,,,,-100,61,82,-100,61,65,-100,51,69,-97,70,78,18,57,51,17,51,54,-18,53,55,36,51,51,10 - I completely remember my responses,10 - I completely remember my responses,9,9,7,7,6,7,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,condemn,74,62,“I feel horrible that the electrician murdered the tycoon; no one can decide a person should die sooner to benefit others.”,con_rat,incest,con_rat,con_emo,con_emo,con_rat,con_rat,con_emo,con_emo,53,village,71,footb,57,chicken,68,sexsim,51,lifeboat,80,dog,74,electric,5b4d39f2d4c93b00019c8217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0103,-80.8137,59,Male,,Black or African American,Married,Absolutely disagree,"$40,001 - $60,000",Liberal,43,70,73,8,55,55,-22,60,41,10,59,60,47,68,71,52,81,68,42,64,66,61,72,82,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,7,7,6,7,5,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,accept,53,68,"“I feel happy that he satisfied his needs and desires like this, instead of potentially hurting someone.”",acc_rat,dog,acc_emo,acc_rat,acc_emo,acc_rat,acc_emo,acc_emo,acc_rat,71,electric,57,incest,74,footb,80,village,62,lifeboat,51,sexsim,53,chicken,636ac91e053af9563ef87d92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.9654,-82.4307,22,Female,,Hispanic and/or Latin,Cohabited,Absolutely disagree,"$40,001 - $60,000",Liberal,-58,23,23,40,23,23,48,17,23,35,25,21,31,25,22,-60,20,25,-49,23,14,48,59,70,,,,,,,,,,,,,,,,,,,,,,,,,8,3,8,3,7,4,7,8,Moderately true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Disagree,accept,53,51,“I feel heartbroken for the mother; she had no other choice but to silence her baby for the sake of others.”,acc_rat,electric,acc_emo,acc_emo,acc_rat,acc_emo,acc_rat,acc_rat,acc_emo,57,lifeboat,62,chicken,68,dog,74,sexsim,71,incest,80,footb,53,village,60fcd2dd707fa1b11edb5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.9978,-83.7124,53,Male,,White,Single,Absolutely disagree,"$20,001 - $40,000",Moderate,,,,,,,,,,,,,,,,,,,,,,,,,75,20,0,75,25,0,80,10,0,80,10,0,65,25,0,-100,25,0,-90,25,0,100,10,0,7,7,7,7,7,7,8,6,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,condemn,71,53,“I feel sickened that those barbaric passengers committed a horrible murder.”,con_rat,electric,con_rat,con_emo,con_emo,con_emo,con_emo,con_rat,con_rat,74,dog,62,village,51,footb,57,incest,80,sexsim,68,chicken,71,lifeboat,626976d0dfd20d6832fc92aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.1712,-118.5186,49,Female,,Asian,Married,Absolutely disagree,"$40,001 - $60,000",Moderate,-100,100,0,-59,50,0,-26,96,0,-100,100,50,19,94,39,11,91,19,-22,67,35,45,100,30,,,,,,,,,,,,,,,,,,,,,,,,,8,4,10 - I completely remember my responses,10 - I completely remember my responses,4,6,5,8,Not at all true of me,Extremely true of me,Not at all true of me,Not at all true of me,Moderately true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,accept,80,57,“They were consenting adults and were not reproducing.”,acc_rat,footb,acc_emo,acc_rat,acc_emo,acc_emo,acc_rat,acc_rat,acc_emo,68,dog,53,chicken,71,electric,62,lifeboat,74,sexsim,51,village,80,incest,5c60a763dff4b30001aa98ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9534,-83.7801,40,Male,,White,Married,Absolutely disagree,"$20,001 - $40,000",Conservative,,,,,,,,,,,,,,,,,,,,,,,,,-77,63,0,-70,39,0,-100,50,0,-100,70,0,-42,63,0,-44,58,0,-15,68,0,-46,51,0,8,9,9,9,7,7,6,6,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Moderately true of me,Not at all true of me,Moderately true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,condemn,71,62,“He was reinforcing sexual fetishes that could lead to more deviant behavior in the future.”,con_rat,electric,con_emo,con_emo,con_rat,con_rat,con_emo,con_emo,con_rat,80,footb,74,sexsim,53,incest,51,dog,68,lifeboat,57,village,71,chicken,55a316e7fdf99b246a8ba956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.2941,-121.8996,52,Female,,"Asian,White",Separated or Divorced,Absolutely disagree,"$80,001 - $100,000",Liberal,88,69,8,98,93,3,87,89,8,95,96,2,3,15,14,-33,55,1,20,64,52,18,45,14,,,,,,,,,,,,,,,,,,,,,,,,,7,9,7,7,2,5,2,2,Moderately true of me,Moderately true of me,Slightly true of me,Not at all true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,accept,68,51,"“She had to do this to save everyone else, especially since it’s unlikely that the baby would have survived without their parents.”",acc_emo,electric,acc_rat,acc_rat,acc_emo,acc_emo,acc_rat,acc_emo,acc_rat,62,chicken,57,lifeboat,74,footb,53,dog,71,incest,80,sexsim,68,village,63d17c51a8879ab11798f1c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.3032,-73.6086,50,Male,,Asian,Married,Absolutely disagree,"$100,001 or over",Slightly Liberal,,,,,,,,,,,,,,,,,,,,,,,,,0,20,10,0,33,10,-10,20,10,0,33,10,0,60,10,-70,60,10,-60,55,10,0,70,10,6,7,7,6,6,7,7,6,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,condemn,74,53,"“I feel furious that she would do this; parents should give their life for their children, not the other way around.”",con_emo,sexsim,con_rat,con_rat,con_emo,con_rat,con_emo,con_rat,con_emo,71,incest,51,electric,68,chicken,80,footb,57,dog,62,lifeboat,74,village,62ff8aa20b2d8c0e359e9799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.443,-87.169,27,Female,,White,Single,Absolutely disagree,"Under $20,000",Strongly Liberal,-72,57,22,-46,65,18,-100,91,0,-86,65,0,22,36,32,36,61,29,-59,26,24,39,41,63,,,,,,,,,,,,,,,,,,,,,,,,,8,7,8,8,6,4,2,6,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Slightly true of me,Moderately true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,accept,62,71,“I feel relieved that they both enjoyed it and it increased the love they had for each other.”,acc_emo,lifeboat,acc_rat,acc_emo,acc_rat,acc_emo,acc_rat,acc_emo,acc_rat,53,sexsim,68,village,80,dog,57,chicken,51,electric,74,footb,62,incest,5d3df9b23bf3780015abf56f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.8225,-118.3103,27,Female,,White,Single,Absolutely disagree,"$100,001 or over",Liberal,,,,,,,,,,,,,,,,,,,,,,,,,-100,100,50,-97,96,51,-99,99,4,-100,92,51,-40,98,51,-92,99,51,-75,94,51,-50,92,51,10 - I completely remember my responses,7,10 - I completely remember my responses,8,6,7,5,5,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,condemn,68,80,“It could lead to an accidental pregnancy even with contraceptives.”,con_rat,chicken,con_emo,con_rat,con_emo,con_rat,con_emo,con_rat,con_emo,57,electric,53,lifeboat,62,sexsim,74,village,51,dog,71,footb,68,incest,5f2993920dddf60b87611e5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1701,-93.1913,73,Male,,White,Married,Absolutely disagree,"$80,001 - $100,000",Liberal,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,79,0,0,25,20,0,10,11,10,10,25,10,-70,31,10,-30,20,10,26,30,20,8,8,7,8,2,2,1 - I do not remember my responses at all,2,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Not at all true of me,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,condemn,80,74,“Henry shouldn’t get to decide a person’s willingness to sacrifice themselves.”,con_rat,lifeboat,con_rat,con_emo,con_emo,con_emo,con_rat,con_emo,con_rat,68,sexsim,71,dog,51,electric,62,incest,53,village,57,chicken,80,footb,5c2fc98237733700013b646b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.874,-71.3844,42,Male,,White,Married,Absolutely disagree,"$100,001 or over",Moderate,100,91,0,94,92,6,81,73,0,100,96,0,83,84,0,84,100,0,-100,100,0,93,95,0,,,,,,,,,,,,,,,,,,,,,,,,,7,7,9,8,7,8,9,8,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Not at all true of me,Slightly true of me,Not at all true of me,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,accept,74,68,“The passengers did what they had to do to save the most human lives. The injured man may not have survived anyways.”,acc_rat,sexsim,acc_rat,acc_emo,acc_emo,acc_rat,acc_emo,acc_rat,acc_emo,51,village,80,footb,57,incest,71,electric,62,dog,53,chicken,74,lifeboat,63d1ac235a42c0eee8e90ff9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1315,-112.0469,29,Gender variant/Non-conforming/Other (Please specify),,Asian,Single,Absolutely disagree,"$60,001 - $80,000",Slightly Liberal,50,50,50,0,50,50,-25,50,50,0,50,50,10,50,50,30,50,50,20,50,50,35,50,50,,,,,,,,,,,,,,,,,,,,,,,,,1 - I do not remember my responses at all,3,1 - I do not remember my responses at all,1 - I do not remember my responses at all,5,3,2,6,Moderately true of me,Moderately true of me,Moderately true of me,Not at all true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Moderately true of me,Slightly true of me,Slightly true of me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,accept,80,74,"“I feel happy that he satisfied his needs and desires like this, instead of potentially hurting someone.”",acc_emo,dog,acc_rat,acc_rat,acc_emo,acc_emo,acc_emo,acc_rat,acc_rat,71,footb,62,sexsim,68,village,53,incest,57,electric,51,lifeboat,80,chicken,615b76e05c1c5a26e46f1b3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.3102,-122.967,28,Male,,White,Single,Absolutely disagree,"$20,001 - $40,000",Slightly Liberal,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,100,0,0,100,0,0,100,0,0,-100,0,0,-100,0,0,-100,0,0,100,0,0,8,8,1 - I do not remember my responses at all,8,3,1 - I do not remember my responses at all,3,6,Not at all true of me,Not at all true of me,Not at all true of me,Not at all true of me,Slightly true of me,Slightly true of me,Not at all true of me,Moderately true of me,Slightly true of me,Slightly true of me,Not at all true of me,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,condemn,57,68,“Henry shouldn’t get to decide a person’s willingness to sacrifice themselves.”,con_emo,dog,con_emo,con_rat,con_rat,con_rat,con_rat,con_emo,con_emo,74,chicken,71,incest,53,village,51,lifeboat,80,sexsim,62,electric,57,footb,5e65b4f8d06ef13360de7288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.2163,-110.9241,39,Male,,White,Single,Absolutely disagree,"$40,001 - $60,000",Strongly Liberal,2,51,51,33,30,28,-24,7,11,75,5,0,73,60,71,87,71,56,68,73,62,47,82,76,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Not at all true of me,Very true of me,Moderately true of me,Slightly true of me,Slightly true of me,Slightly true of me,Not at all true of me,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,accept,53,71,“The passengers did what they had to do to save the most human lives. The injured man may not have survived anyways.”,acc_rat,chicken,acc_emo,acc_emo,acc_rat,acc_rat,acc_rat,acc_emo,acc_emo,51,incest,80,electric,62,sexsim,68,footb,74,village,57,dog,53,lifeboat,5afb313ab1e92800016421b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
